show_id,title,director,cast,country,rating,duration_minutes,listed_in,description
80144144,Estar o no estar,Marcelo González,"Flavio Medina, Aislinn Derbez, Patricia Reyes Spíndola, Tiaré Scanda, Angélica Aragón, Horacio Castelo, Gonzalo Garcia Vivanco, Rubén González Garza, Iliana de la Garza, Mary Paz Mata",Mexico,TV-14,100,"Dramas, International Movies, Romantic Movies","An ill and addled man recalls what seems to be a brief but powerful past romance with a kindred spirit, a young Russian woman who lived a lonely life."
80106504,Little Sister,Zach Clark,"Addison Timlin, Ally Sheedy, Keith Poulson, Peter Hedges, Barbara Crampton, Kristin Slaysman, Molly Plunk",United States,NR,91,"Comedies, Dramas, Independent Movies","A former Goth studying to become a nun finds her faith tested when she returns home to visit her brother, who has been disfigured in the Iraq War."
80141335,The River Thief,N.D. Wilson,"Joel Courtney, Tommy Cash, Paul Johansson, Bas Rutten, Raleigh Cain, David Shannon",United States,NR,87,"Dramas, Independent Movies","A heedless teen drifter who falls for a small-town waitress makes the mistake of robbing a drug lord, putting his life and newfound love in jeopardy."
80115030,The Last Face,Sean Penn,"Javier Bardem, Charlize Theron, Adèle Exarchopoulos, Jared Harris, Jean Reno, Denise Newman, Merritt Wever, Sibongile Mlambo",United States,R,131,Dramas,Savage civil war and a dispute over humanitarian assistance threaten to unravel a checkered romance between an aid director and a doctor.
80113667,Aquarius,Kleber Mendonça Filho,"Sonia Braga, Maeve Jinkings, Irandhir Santos, Humberto Carrão, Zoraide Coleto, Carla Ribas, Fernando Teixeira, Buda Lira","Brazil, France",UR,146,"Dramas, International Movies","The final holdout in her historic beachside building in Brazil, a retired music critic refuses to sell her apartment to developers bent on demolition."
80098203,Little Men,Ira Sachs,"Greg Kinnear, Jennifer Ehle, Paulina García, Alfred Molina, Michael Barbieri, Theo Taplitz, Talia Balsam, Maliq Johnson, Anthony A. Flamminio, Madison Wright, John Procaccino","United States, Greece, Brazil",PG,85,"Dramas, Independent Movies",Jake and Tony become friends when Jake's dad inherits a home above Tony's mother's shop. Friendship is tested when Jake's dad raises the shop's rent.
80099306,Sniper: Special Ops,Fred Olen Ray,"Steven Seagal, Rob Van Dam, Tim Abell, Charlene Amoia, Daniel Booko, Jason-Shane Scott, Anthony Batarse, Gerald Webb",United States,R,86,"Action & Adventure, Dramas","After a mission to rescue a U.S. congressman from the Taliban ends with two men left behind, their sniper buddies go against orders to get them back."
80135276,Siren,Gregg Bishop,"Chase Williamson, Hannah Fierman, Justin Welborn, Hayes Mercure, Michael Aaron Milligan, Brittany S. Hall, Randy McDowell, Lindsey Garrett, William Mark McCullough, Patrick Wood",United States,TV-MA,83,Horror Movies,A groom-to-be and his pals celebrate with a debauched night out that ends with a supernatural assault by a stripper who is not what she appears to be.
80108616,Hell or High Water,David Mackenzie,"Jeff Bridges, Chris Pine, Ben Foster, Gil Birmingham, Marin Ireland, Katy Mixon, Dale Dickey, Kevin Rankin, William Sterchi",United States,R,102,"Dramas, Independent Movies","In a desperate bid to save their family ranch, two brothers stage a series of clever bank robberies with a pair of Texas Rangers in hot pursuit."
80195885,The Pass,Ben A. Williams,"Russell Tovey, Arinzé Kene, Lisa McGrillis, Nico Mirallegro, Rory J. Saper",United Kingdom,NR,87,"Dramas, Independent Movies, LGBTQ Movies",The lives and careers of two professional soccer players are profoundly impacted by a single moment of intimacy that took place between them.
80208908,Green White Green (And All the Beautiful Colours in My Mosaic of Madness),Abba T. Makama,"Ifeanyi Dike Jr., Jamal Ibrahim, Samuel Robinson, Cristabel Goddy, Okey Uzoeshi, Bimbo Manuel, Meg Otanwa, Eric Didie, Donatus Ekwuazi, Omoye Uzamere",Nigeria,TV-MA,102,"Comedies, Independent Movies, International Movies","Three young Nigerian bohemians, each from one of the country's major ethnic groups, explore the directions in which their lives could go."
80138615,Now More Than Ever: The History of Chicago,Peter Pardini,Chicago,United States,TV-MA,114,"Documentaries, Music & Musicals","This rockumentary tells the behind-the-scenes story of the Hall-of-Fame band Chicago, from their jazz-rock fusion roots to chart-topping pop hits."
80131236,Planetarium,Rebecca Zlotowski,"Natalie Portman, Lily-Rose Depp, Emmanuel Salinger, Amira Casar, Pierre Salvadori, Louis Garrel","France, Belgium",TV-MA,108,"Dramas, International Movies","In pre-World War II France, two sisters purport to be able to communicate with the dead and soon catch the eye of an ambitious filmmaker."
80139199,The Age of Shadows,Jee-woon Kim,"Kang-ho Song, Gong Yoo, Ji-min Han, Tae-goo Eom, Sung-rok Shin, Hee-soon Park, Young-ju Seo, Song Kang-ho",South Korea,TV-MA,140,"Action & Adventure, Dramas, International Movies","Formerly a Korean resistance fighter, a policeman working for Japan is tasked with tracking down resistance leaders before they acquire explosives."
80208830,The Arbitration,Niyi Akinmolayan,"Adesua Etomi, O.C. Ukeje, Ireti Doyle, Sola Fosudo, Somkele Iyamah, Lota Chukwu, Gregory Ojefua, Beverly Naya, Bimbo Ademoye, Pius Fatoke",Nigeria,TV-MA,101,"Dramas, International Movies",An arbitration panel is formed after a company CEO in Nigeria is sued for wrongful dismissal and rape by an employee with whom he had an affair.
80155790,The Rehearsal,Alison MacLean,"James Rolleston, Kerry Fox, Ella Edwards, Alice Englert",New Zealand,TV-MA,102,"Dramas, Independent Movies, International Movies",A drama student is torn between creative possibility and ethical boundaries when his girlfriend's family gets caught up in a sex scandal.
80154688,Autohead,Rohit Mittal,"Deepak Sampat, Ronjini Chakroborty, Vikrant Singh, Jhanvi Dwivedi, Ajay Mishra, Rohit Mittal, Sunny Banerjee, Ravidev Singh",India,TV-MA,97,"Dramas, International Movies, Thrillers",A production crew that thinks it's making a documentary about a humble Mumbai rickshaw driver unmasks a horrifying truth about their film's subject.
80117742,Hurricane Bianca,Matt Kugelman,"Roy Haylock, Bianca Leigh, Denton Blane Everett, Willam Belli, D.J. ""Shangela"" Pierce, Justin ""Alyssa Edwards"" Johnson, Molly Ryman, Ted Ferguson, Rachel Dratch, Alan Cumming, Margaret Cho, RuPaul",United States,TV-MA,85,"Comedies, Independent Movies, LGBTQ Movies","Fired for being gay, schoolteacher Richard returns in drag as force-of-nature Bianca, gets hired for the same job and plots sweet, scornful revenge."
80152741,Saheb Bibi Golaam,Pratim D. Gupta,"Anjan Dutt, Swastika Mukherjee, Ritwick Chakraborty, Parno Mittra, Bikram Chatterjee, Sohag Sen, Sumanta Mukherjee, Arun Mukhopadhyay",India,TV-MA,118,"Dramas, International Movies","A charming cabbie, a cop turned assassin and a housewife who’s also a hooker share one thing in common: a bizarre and violent afternoon in Kolkata."
80097375,The Land of the Enlightened,Pieter-Jan De Pue,Sohrab Nazari,"Belgium, Ireland, Netherlands, Germany, Afghanistan",TV-MA,84,"Documentaries, International Movies","In the rugged mountains of Afghanistan, armed bands of young boys survive by scavenging for old land mines, mining lapis lazuli and trading in opium."
80118002,Udta Punjab,Abhishek Chaubey,"Shahid Kapoor, Kareena Kapoor, Alia Bhatt, Diljit Dosanjh, Satish Kaushik, Suhail Nayyar, Prabhjyot Singh, Harpreet Singh, Manav Vij, Taran Bajaj",India,TV-MA,146,"Dramas, International Movies","Drug abuse and the darker side of Punjab rear their heads in the intense, interwoven tales of a cop, a doctor, a migrant worker and a rock star."
80153131,Don't Knock Twice,Caradog W. James,"Katee Sackhoff, Lucy Boynton, Richard Mylan, Nick Moran, Pascale Wilson, Javier Botet, Pooneh Hajimohammadi, Sarah Buckland",United Kingdom,R,93,"Horror Movies, International Movies",A recovering addict becomes her estranged daughter's only hope after the teen awakens a terrifying child-stealing witch from an urban legend.
80094258,The Confirmation,Bob Nelson,"Clive Owen, Maria Bello, Patton Oswalt, Jaeden Lieberher, Matthew Modine, Stephen Tobolowsky, Tim Blake Nelson, Robert Forster",Canada,PG-13,101,"Comedies, Dramas, Independent Movies",A divorced handyman with a drinking problem bonds with his 8-year-old son when a search for his stolen toolbox leads to a series of misadventures.
80059410,Hannibal Buress: Comedy Camisado,Lance Bangs,Hannibal Buress,United States,TV-MA,68,Stand-Up Comedy,"In a special packed with stealthy humor, Hannibal Buress tackles zipper etiquette, the legacy of steroids and the fallout from his Bill Cosby routine."
80157760,The Charnel House,Craig Moss,"Callum Blue, Nadine Velazquez, Makenzie Moss, Erik LaRay Harvey, Danielle Lauder, Andy Favreau, Kate Linder, Neil Thackaberry, Alden Tab",United States,R,93,"Horror Movies, Thrillers","After an architect transforms a slaughterhouse into trendy lofts, its new inhabitants discover that the structure is haunted by its evil past."
80123777,Mine,"Fabio Guaglione, Fabio Resinaro","Clint Dyer, Annabelle Wallis, Tom Cullen, Armie Hammer, Geoff Bell, Inés Píñar Mille, Juliet Aubrey, Luka Peros","United States, Spain, Italy",TV-MA,106,"Dramas, International Movies, Thrillers","When a Marine's mission goes awry, he must survive behind enemy lines – without stepping off a mine – among the harsh elements of a desert war zone."
81017530,The Rebound,Shaina Allen,"Orlando Carrillo, Mario Moran, Jeremie Phenom Thomas",United States,TV-MA,77,"Documentaries, Sports Movies","This documentary follows three players on the Miami Heat Wheels, who face long odds on the way to the national wheelchair basketball championship."
80103313,People You May Know,J.C. Falcón,"Sean Maher, Andrea Grano, Mark Cirillo, Nacho San José, Curt Hansen, Trey McCurley, Jimmy Shaw, Carmen Maura","United States, Spain",TV-MA,108,"Dramas, LGBTQ Movies",The lives of several friends are thrown into chaos when a woman becomes pregnant by her husband's gay best friend after a drunken one-night stand.
80159955,Force 2,Abhinay Deo,"John Abraham, Sonakshi Sinha, Tahir Raj Bhasin, Narendra Jha, Adil Hussain, Vikram Kapadia, Patricia Hittler, Genelia D'souza, Raj Babbar, Freddy Daruwala, Boman Irani",India,TV-MA,123,"Action & Adventure, International Movies","An ex-cop investigates the death of his best friend and two other spies, killings that lead to a mole operating from India's embassy in Budapest."
80214579,The Rift: The Dark Side of the Moon,Dejan Zečević,"Ken Foree, Katarina Čas, Dragan Mićanović, Monte Markham, Denis Murić, Miroljub Lešo, Sonja Vukićević, Ratko Turčinović, Mick Garris","Serbia, South Korea, Slovenia",TV-MA,92,"Horror Movies, Independent Movies, Sci-Fi & Fantasy","When a team of special agents is sent to recover the wreckage of a downed satellite in Serbia, their mission takes a horrifying turn."
80039717,"Crouching Tiger, Hidden Dragon: Sword of Destiny",Yuen Wo-Ping,"Michelle Yeoh, Donnie Yen, Harry Shum Jr., Natasha Liu Bordizzo, Jason Scott Lee, Eugenia Yuan, Roger Yuan, Juju Chan, Chris Pang, Woon Young Park, Darryl Quon","China, United States",TV-14,101,"Action & Adventure, Romantic Movies",Renowned warrior Yu Shu-Lien comes out of retirement to keep the legendary Green Destiny sword away from villainous warlord Hades Dai.
80100261,Kill Command,Steven Gomez,"Vanessa Kirby, David Ajala, Mike Noble, Bentley Kalu, Tom McKay, Kelly Gough, Osi Okerafor, Damian Kell, Tim Ahern, Deborah Rosan, Thure Lindhardt",United Kingdom,TV-MA,100,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy","On a remote island, elite soldiers discover their training exercise is actually an experimental death trap teeming with efficiently lethal robots."
80992973,Bert Kreischer: The Machine,Ryan Polito,Bert Kreischer,United States,TV-MA,70,Stand-Up Comedy,"From his run-in with a grizzly bear to partying with the Russian mafia, the shirtless comic returns with laugh-out-loud tales in this stand-up special."
80057509,Trespass Against Us,Adam Smith,"Michael Fassbender, Brendan Gleeson, Lyndsey Marshal, Georgie Smith, Rory Kinnear, Killian Scott, Sean Harris, Kingsley Ben-Adir, Kacie Anderson, Gerard Kearns",United Kingdom,R,100,Dramas,"A man from a criminal family yearns to break away and find a better life, but his father's staunch opposition puts his dreams of freedom in jeopardy."
80118004,Magnus,Benjamin Ree,Magnus Carlsen,Norway,TV-PG,75,"Children & Family Movies, Documentaries, International Movies","This dramatic documentary explores the life and mind of Magnus Carlsen, the charismatic Norwegian prodigy who became world chess champion."
80117596,Mirzya,Rakeysh Omprakash Mehra,"Harshvardhan Kapoor, Saiyami Kher, Anuj Choudhry, Art Malik, Om Puri, K.K. Raina, Anjali Patil",India,TV-MA,129,"Dramas, International Movies, Music & Musicals",A modern love story is connected to an ancient folk tale as star-crossed lovers from different social classes are kept apart by their families.
80098490,Trash Fire,Richard Bates Jr.,"Adrian Grenier, Angela Trimbur, AnnaLynne McCord, Fionnula Flanagan, Matthew Gray Gubler, Ray Santiago, Sally Kirkland, Ezra Buzzington",United States,R,94,"Comedies, Dramas, Independent Movies",Surprise news that his girlfriend is pregnant sends loutish Owen on an ill-advised trip to reconnect with his twisted sister and sadistic grandmother.
80121386,Boy Missing,Mar Targarona,"Blanca Portillo, Antonio Dechent, Vicente Romero, Marc Domènech, Nausicaa Bonnín, Andrés Herrera, José Coronado, Macarena Gómez, Paco Manzanedo, Sergi Subirà",Spain,TV-MA,105,"International Movies, Thrillers","When her son is kidnapped and later found traumatized, a lawyer takes justice into her own hands, causing events that spiral out of control."
80158772,Growing Up Wild,Keith Scholey,Daveed Diggs,United States,G,78,"Children & Family Movies, Documentaries","Five baby animals from different parts of the world grow up learning to survive in the wild, nurtured by the love and guidance of their families."
80152627,Tini: The New Life of Violetta,Juan Pablo Buscarini,"Martina Stoessel, Jorge Blanco, Adrián Salzedo, Mercedes Lambre, Diego Ramos, Clara Alonso, Sofia Carson, Leonardo Cecchi, Ridder van Kooten, Beatrice Arnera, Georgina Amorós","Spain, Italy, Argentina",G,99,"Children & Family Movies, Music & Musicals","After completing a world tour, a teen pop star spends the summer at an Italian villa to recover from heartbreak and grow into a mature artist."
80149259,GANTZ:O,"Keiichi Sato, Yasushi Kawamura","Daisuke Ono, M・A・O, Tomohiro Kaku, Saori Hayami, Shuichi Ikeda, Kendo Kobayashi, Razor Ramon RG, Razor Ramon HG, Masane Tsukayama, Masaya Onosaka, Kenjiro Tsuda, Teruaki Ogawa, Hisanori Yoshida, Yuki Kaji",Japan,TV-MA,96,"Action & Adventure, Anime Features, Horror Movies",Teams of recently deceased people who've been revived and given high-tech weapons must cooperate to defeat an army of monsters in Tokyo and Osaka.
80107808,Kill Ratio,Paul Tanter,"Tom Hopper, Amy Huberman, Lacy Moore, Brian McGuinness, Luke Pierucci, Nick Dunning",United States,TV-MA,87,Action & Adventure,"Posing as a telecom salesman at a business conference, a CIA agent fights to protect a fledgling Eastern European democracy from a military coup."
80123910,Madaari,Nishikant Kamat,"Irrfan Khan, Jimmy Shergill, Vishesh Bansal, Tushar Dalvi, Nitish Pandey",India,TV-14,134,"Dramas, Independent Movies, International Movies","A bridge under construction collapses in Mumbai, killing a man's family and launching him on a crusade to bring those responsible to justice."
80103428,Rocky Handsome,Nishikant Kamat,"John Abraham, Diya Chalwad, Shruti Haasan, Nishikant Kamat, Sharad Kelkar, Nathalia Kaur",India,NR,119,"Action & Adventure, International Movies",A reclusive pawn shop owner sets his sights on revenge when vicious gangsters kidnap his drug-addicted neighbor's young daughter.
80113673,TE3N,Ribhu Dasgupta,"Amitabh Bachchan, Nawazuddin Siddiqui, Vidya Balan, Mukesh Chhabra, Sabyasachi Chakraborty, Prakash Belawadi, Tota Roy Chowdhury, Padmavati Rao, Suneel Sinha",India,TV-14,128,"Dramas, International Movies, Thrillers","Still desperate to find his granddaughter nearly a decade after her kidnapping, a devoted grandfather chases a dangerous new lead."
80106438,Operator,Logan Kibens,"Martin Starr, Mae Whitman, Nat Faxon, Cameron Esposito, Retta, Christine Lahti, Kate Cobb, Kristopher Lofton, Tim Hopper, Trevor Dawkins",United States,TV-MA,91,"Comedies, Dramas, Independent Movies","When a programmer uses his wife's sympathetic voice for his company's customer service app, he starts to rely more on her idealized self than her."
80159877,Alone in Berlin,Vincent Perez,"Emma Thompson, Brendan Gleeson, Daniel Brühl, Monique Chaumette, Joachim Bissmeier, Katrin Pollitt, Lars Rudolph, Uwe Preuss, Daniel Sträßer, Rainer Reiners, Mikael Persbrandt","United Kingdom, France, Germany",R,103,Dramas,"After learning of their son's death on the battlefield, a grieving Berlin couple embark on a quietly dangerous act of resistance against Adolf Hitler."
81043343,You're Everything To Me,Tolga Örnek,"Tolga Çevik, Cengiz Bozkurt, Melis Birkan, Tuna Çevik",Turkey,TV-PG,107,"Comedies, Dramas, Independent Movies","When an old fling shows up with their infant child, a dallying man-child must take on the role of father and create a fairytale world for his daughter."
80144372,Asura: The City of Madness,Sung-soo Kim,"Jung-min Hwang, Do-won Kwak, Man-sik Jung, Woo-sung Jung",South Korea,NR,133,"Action & Adventure, Dramas, International Movies","Caught between a corrupt mayor and a prosecutor intent on exposing political depravity, a police detective must decide whose side he's on."
80152155,La Coppia dei Campioni,Giulio Base,"Massimo Boldi, Massimiliano Tortora, Anna Maria Barbera, Massimo Ceccherini, Pia Lanciotti, Flora Canto",Italy,TV-MA,88,"Comedies, International Movies","After winning a shared trip to a soccer match, two colleagues who hold opposite world views find they're stuck traveling together for the duration."
80167461,The Fury of a Patient Man,Raúl Arévalo,"Antonio de la Torre, Luis Callejo, Ruth Díaz, Raúl Jiménez, Manolo Solo, Font García, Pilar Gómez, Alicia Rubio",Spain,NR,92,"International Movies, Thrillers","After his lover is killed in a jewelry store robbery, quiet José romances café owner Ana, who's unaware he has other motivations."
80134887,Me and the Alien,Jesús Magaña Vázquez,"Ines De Tavira, Juan Pablo Campa, Paco de la Fuente, Juan Ugarte, Carlos Aragón, Gloria Toba, Jessy Bulbo, Tato Alexander, Fabiola Guajardo, Arturo Carmona",Mexico,TV-MA,83,"Comedies, Dramas, International Movies","Hoping to pump up their sound, a punk band hires Pepe, a keyboardist with Down Syndrome, but tensions erupt when he steals the show with his talent."
80147513,Stronger Than the World,Afonso Poyart,"José Loreto, Cleo Pires, Milhem Cortaz, Jackson Antunes, Claudia Ohana, Rômulo Arantes Neto, Paloma Bernardi, Thaila Ayala, Rafinha Bastos, Felipe Titto",Brazil,NR,123,"Action & Adventure, Dramas, International Movies","After a tough upbringing, natural-born fighter José Aldo confronts his personal demons in his quest to become an MMA champion in this sports biopic."
80103818,David Brent: Life on the Road,Ricky Gervais,"Ricky Gervais, Doc Brown, Tom Basden, Jo Hartley, Tom Bennett, Andrew Brooke, Nina Sosanya, Andy Burrows, Kevin Bishop, Roisin Conaty, Diane Morgan, Ashley McGuire, Alexander Arnold, Mandeep Dhillon","United Kingdom, United States",TV-MA,97,"Comedies, International Movies","With ""The Office"" long in the past, middling salesman David Brent ditches work and goes on tour with his rock band in a disastrous stab at stardom."
81059656,E-Cigarettes: Miracle or Menace?,Emma Hatherley,Michael Mosley,United Kingdom,TV-14,52,Documentaries,This documentary investigates the surge in vaping culture and whether e-cigarettes can really help smokers kick the habit.
80106984,Personal Shopper,Olivier Assayas,"Kristen Stewart, Lars Eidinger, Sigrid Bouaziz, Anders Danielsen Lie, Ty Olwin, Hammou Graïa, Nora von Waldstätten, Benjamin Biolay, Audrey Bonnet, Pascal Rambert","France, Germany, Czech Republic, Belgium",R,105,"Dramas, International Movies, Thrillers","A psychic medium takes a job as personal shopper for a spoiled celebrity in order to contact the spirit of her brother, who owned her employer's home."
80104316,The Edge of Seventeen,Kelly Fremon Craig,"Hailee Steinfeld, Woody Harrelson, Kyra Sedgwick, Haley Lu Richardson, Blake Jenner, Hayden Szeto","United States, China",R,105,"Comedies, Dramas","When Nadine's best (and only) friend starts dating her detested older brother, the teenage cynic's life becomes even more unbearable."
81059649,Why Are We Getting So Fat?,"Milla Harrison-Hansley, Alicky Sussman",Giles Yeo,United Kingdom,TV-14,50,Documentaries,A Cambridge geneticist dispels misconceptions about living with obesity and explores why the epidemic continues to expand across the UK and America.
80141928,Before the Flood,Fisher Stevens,Leonardo DiCaprio,United States,PG,97,Documentaries,Leonardo DiCaprio crisscrosses the globe to investigate the consequences of man-made globe warming and the measures being taken to reverse it.
80198055,Emo the Musical,Neil Triffett,"Benson Jack Anthony, Jordan Hare, Rahart Adams, Jon Prasida, Lucy Barrett, Ben Bennett, Craig Hyde-Smith, Geraldine Viswanathan, Kevin Clayette, Bridie Carter",Australia,PG-13,94,"Dramas, International Movies, Music & Musicals","Expelled from private school for attempted suicide, emo Ethan enters the world of Seymour High and meets a cute Christian who's ready to convert him."
80163352,Master,Ui-seok Jo,"Byung-hun Lee, Dong-won Gang, Woo-bin Kim, Ji-won Uhm, Dal-su Oh, Kyung Jin, Gang Dong-won",South Korea,NR,143,"Action & Adventure, International Movies","Needing hard evidence to convict a company chairman of fraud, an investigator bargains with the company's tech expert to turn over his boss's ledger."
80217040,National Parks Adventure,Greg MacGillivray,Robert Redford,United States,TV-G,42,Documentaries,"Narrated by Robert Redford, this documentary tours the awe-inspiring landscapes, historic sites and untamed wilderness of America's great parks."
80171291,Paint It Black,Amber Tamblyn,"Alia Shawkat, Janet McTeer, Rhys Wakefield, Alfred Molina, Emily Rios, Nancy Kwan, John Roberts, Annabelle Attanasio, Ken Davitian",United States,R,96,Dramas,"In the wake of a young artist’s suicide, his pianist mother and his despairing girlfriend square off in a living nightmare beset by guilt and blame."
80093105,Heroes Wanted,Joaquín Mazón,"María León, Miki Esparbé, Jordi Sánchez, Andoni Agirregomezkorta, Juan Carlos Aduviri, Sílvia Abril, Carlos Areces, Joaquín Reyes",Spain,TV-MA,97,"Action & Adventure, Comedies, International Movies","When its special ops agency is wiped out, Spain hastily assembles a new team to defuse a terrorist plot. But who are these scrappy would-be heroes?"
80127604,Indiscretion,John Stewart Muller,"Mira Sorvino, Cary Elwes, Christopher Backus, Katherine McNamara, Lisa Gay Hamilton, Melora Walters, Buck Taylor, Shane Callahan",United States,TV-MA,99,"Dramas, Thrillers","After a weekend fling with artist Victor, Veronica, a psychiatrist and politician's wife, becomes the target of Victor's dangerous romantic obsession."
80156767,La Última Fiesta,"Leandro Mark, Nicolás Silbert","Nicolás Vázquez, Alan Sabbagh, Benjamín Amadeo, Eva De Dominici, César Bordón, Julian Kartun, Paula Carruega, Luciano Rossi, Ezequiel Campa",Argentina,TV-MA,104,"Comedies, International Movies",Three best buddies are thrown into a wild chase for a priceless painting that was stolen from a house they used to throw a huge party.
80159668,Maroon,Pulkit,"Manav Kaul, Devyani Cm, Saurabh Sachdeva, Sarika Singh, Suneel Sinha, Sumeet Vyas",India,TV-MA,94,"Dramas, Independent Movies, International Movies","When his wife goes missing, university professor Saurabh remains at home while the police investigate, but his grip on reality loosens as days pass."
80152745,The Hurt Business,Vlad Yudin,Kevin Costner,United States,PG-13,111,"Documentaries, Sports Movies","Featuring legendary and up-and-coming MMA fighters, this documentary details the history of the brutal sport and the fighters' struggles and triumphs."
80167843,The Reconquest,Jonás Trueba,"Francesco Carril, Itsaso Arana, Candela Recio, Pablo Hoyos, Aura Garrido",Spain,NR,108,"Dramas, International Movies, Romantic Movies","Years after they were childhood sweethearts, Manuela and Olmo share a night in Madrid, where they discuss their past and the possibility of a future."
80098200,Spectral,Nic Mathieu,"James Badge Dale, Emily Mortimer, Bruce Greenwood, Max Martini, Clayne Crawford, Cory Hardrict, Louis Ozawa Changchien, Jimmy Akingbola, Dylan Smith, Philip Bulcock","United States, Hungary",TV-14,108,"Action & Adventure, Sci-Fi & Fantasy","When an otherworldly force wreaks havoc on a war-torn European city, an engineer teams up with an elite Special Ops unit to stop it."
80156405,The Oath,Baltasar Kormákur,"Baltasar Kormákur, Hera Hilmar, Gísli Örn Garðarsson, Ingvar Eggert Sigurðsson, Margret Bjarnadottir, Gudrun Sesselja Arnardottir, Sigrún Edda Björnsdóttir, Joi Johannsson, Þorsteinn Bachmann",Iceland,TV-MA,104,"Action & Adventure, International Movies",The ordered life of a Reykjavik heart surgeon unravels when his daughter descends into a life of drugs and crime thanks to a sinister boyfriend.
80103392,Kickboxer: Vengeance,John Stockwell,"Alain Moussi, Jean-Claude Van Damme, Dave Bautista, Gina Carano, Georges St-Pierre, Sara Malakul Lane, Matthew Ziff, T.J. Storm, Fabricio Werdum, Cain Velasquez",United States,TV-MA,90,Action & Adventure,"After a skilled fighter falls in the ring, his younger brother emerges from the shadows to train and get revenge against a brutal champion."
80098288,Other People,Chris Kelly,"Jesse Plemons, Molly Shannon, Bradley Whitford, Maude Apatow, Madisen Beaty, John Early, Zach Woods, Paul Dooley, June Squibb",United States,NR,97,"Comedies, Dramas, Independent Movies","After a bad breakup, a struggling New York comedy writer tries to don a brave face and care for his dying mother in Sacramento."
80126997,Wives on Strike,Omoni Oboli,"Omoni Oboli, Kenneth Okonkwo, Kalu Ikeagwu, Uche Jumbo, Ufoma Ejenobor, Julius Agu, Udoka Oyeka, Chioma Chukwuka-Akpotha, Kehinde Bankole",Nigeria,TV-MA,92,"Comedies, Dramas, International Movies","A group of local women band together to save a terrified young girl from marriage, launching a hilarious strike against their frustrated husbands."
80117746,Blue Jay,Alex Lehmann,"Sarah Paulson, Mark Duplass, Clu Gulager",United States,TV-MA,81,"Dramas, Independent Movies, Romantic Movies","Two former high school sweethearts unexpectedly reunite in their old hometown, where they rediscover their magical bond and face a shared regret."
80142615,One in a Billion,Roman Gackowski,"Satnam Singh Bhamara, Mark Cuban, Adam Silver, Vivek Ranadivé",United States,TV-PG,70,"Documentaries, Sports Movies",Follow the journey of Satnam Singh Bhamara as he works to fulfill his dream of becoming the first India-born player to be drafted into the NBA.
80115673,Reggie Watts: Spatial,Benjamin Dickinson,Reggie Watts,United States,TV-MA,62,"Music & Musicals, Stand-Up Comedy","The comic innovator delivers a surreal set blending experimental songs, jokes about grits, guns and drugs, and other improvised comedy adventures."
80105691,The Model,Mads Matthiesen,"Maria Palm, Ed Skrein, Yvonnick Muller, Charlotte Tomaszewska, Virgile Bramly, Marco Ilsø, Dominic Allburn",Denmark,TV-MA,104,"Dramas, Independent Movies, International Movies","Danish teen Emma moves to Paris hoping to become a top model, but her dreams soon unravel when her affair with photographer Shane turns obsessive."
80104103,The Good Neighbor,Kasra Farahani,"James Caan, Logan Miller, Keir Gilchrist, Laura Innes, Edwin Hodge, Anne Dudek, Bailey Noble, Lili Reinhart, Mindy Sterling",United States,TV-MA,97,"Dramas, Independent Movies, Thrillers","Two tech-savvy teens plot to fool a cranky old neighbor into believing his house is haunted, but their cruel prank soon takes some unexpected turns."
80117080,Mercenary,Sacha Wolff,"Toki Pilioko, Iliana Zabeth, Mikaele Tuugahala, Laurent Pakihivatau, Petelo Sealeu, Maoni Talalua, Teotola Maka, Bessarion Udesiani",France,TV-MA,99,"Dramas, International Movies, Sports Movies","When he defies his cruel father and leaves New Caledonia to play rugby in France, young Soane learns hard lessons about life, love and success."
80115134,Dog Eat Dog,Paul Schrader,"Nicolas Cage, Willem Dafoe, Christopher Matthew Cook, Omar J. Dorsey, Louisa Krause, Melissa Bolona, Reynaldo Gallegos",United States,TV-MA,93,"Dramas, Thrillers",A delusional ex-con rejoins his unhinged former partners for one last job: kidnap the baby of a mobster's enemy for ransom.
80098284,Mr. Pig,Diego Luna,"Danny Glover, Maya Rudolph, José María Yazpik, Joel Murray, Angélica Aragón, Gabriela Araujo",Mexico,TV-MA,97,"Dramas, Independent Movies, International Movies",An aging California pig farmer whose property is on the brink of foreclosure makes a last-ditch trip across the border to sell his prized hog.
80022613,The Autopsy of Jane Doe,André Øvredal,"Emile Hirsch, Brian Cox, Ophelia Lovibond, Michael McElhatton, Parker Sawyers, Jane Perry, Olwen Catherine Kelly","United Kingdom, United States",R,86,"Horror Movies, Independent Movies, Thrillers",A father-son team of small-town coroners performs an autopsy on an unidentified woman with mysterious injuries and a terrifying secret.
80163263,Goon: Last of the Enforcers,Jay Baruchel,"Seann William Scott, Alison Pill, Liev Schreiber, Marc-André Grondin, Wyatt Russell, Elisha Cuthbert, Callum Keith Rennie, Jason Jones, Kim Coates, T.J. Miller",Canada,R,102,"Comedies, International Movies, Sports Movies","Injury and family push hockey player Doug Glatt into retirement, but his plans change when his beloved former team appoints his nemesis as captain."
